Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Area
Sembawang,2022,12,10,0.0,0.0,0.0,0.0,26.4,30.5,23.3,0.0,0.0,North
Sembawang,2022,12,11,51.7,35.4,43.4,46.2,24.8,27.0,23.5,0.0,0.0,North
Sembawang,2022,12,12,0.0,0.0,0.0,0.0,26.3,29.5,23.2,0.0,0.0,North
Sembawang,2022,12,13,7.4,1.8,3.2,4.4,25.6,30.0,24.0,0.0,0.0,North
Sembawang,2022,12,14,2.8,0.8,1.0,1.2,25.1,26.4,24.4,0.0,0.0,North
Sembawang,2022,12,15,2.0,0.6,1.0,1.4,25.4,28.6,23.8,0.0,0.0,North
Sembawang,2022,12,16,0.0,0.0,0.0,0.0,26.9,32.5,23.4,0.0,0.0,North
Sembawang,2022,12,17,21.1,19.9,19.9,21.1,26.4,31.6,24.2,0.0,0.0,North
Sembawang,2022,12,18,6.2,4.8,4.8,5.2,25.9,31.6,22.9,0.0,0.0,North
Sembawang,2022,12,19,0.2,0.2,0.2,0.2,25.6,27.9,24.4,0.0,0.0,North
Sembawang,2022,12,20,0.8,0.6,0.8,0.8,26.2,32.0,22.5,0.0,0.0,North
Sembawang,2022,12,21,0.4,0.4,0.4,0.4,26.9,32.3,22.7,0.0,0.0,North
Sembawang,2022,12,22,0.2,0.2,0.2,0.2,26.1,28.9,24.6,0.0,0.0,North
Sembawang,2022,12,23,3.0,3.0,3.0,3.0,25.9,30.2,23.9,0.0,0.0,North
Sembawang,2022,12,24,0.0,0.0,0.0,0.0,26.8,30.8,24.0,0.0,0.0,North
Sembawang,2022,12,25,1.6,1.6,1.6,1.6,27.1,31.6,23.5,0.0,0.0,North
Sembawang,2022,12,26,0.0,0.0,0.0,0.0,27.0,30.2,25.1,0.0,0.0,North
Sembawang,2022,12,27,0.6,0.6,0.6,0.6,26.7,30.8,24.5,0.0,0.0,North
Sembawang,2022,12,28,0.2,0.2,0.2,0.2,26.4,29.5,24.0,0.0,0.0,North
Sembawang,2022,12,29,0.0,0.0,0.0,0.0,26.6,31.3,24.3,0.0,0.0,North
Sembawang,2022,12,30,0.0,0.0,0.0,0.0,27.2,31.6,24.3,0.0,0.0,North
Sembawang,2022,12,31,0.6,0.6,0.6,0.6,27.0,31.6,23.4,0.0,0.0,North
Changi,2022,1,1,25.2,8.8,11.8,11.8,25.7,30.1,23.2,6.9,31.5,East
Changi,2022,1,2,50.0,8.2,14.6,20.4,24.3,24.9,23.7,4.2,22.2,East
Changi,2022,1,3,6.0,5.2,5.2,5.4,25.9,30.5,23.5,5.2,22.2,East
Changi,2022,1,4,4.8,3.4,3.4,3.4,26.4,30.5,24.4,7.3,25.9,East
Changi,2022,1,5,1.0,0.6,1.0,1.0,27.7,32.3,25.0,6.7,22.2,East
Changi,2022,1,6,0.0,0.0,0.0,0.0,28.1,32.2,25.4,9.4,33.3,East
Changi,2022,1,7,0.0,0.0,0.0,0.0,28.0,31.7,25.3,10.3,31.5,East
Changi,2022,1,8,0.0,0.0,0.0,0.0,27.8,31.1,25.9,11.0,31.5,East
Changi,2022,1,9,0.0,0.0,0.0,0.0,28.1,31.7,25.6,11.8,38.9,East
Changi,2022,1,10,0.0,0.0,0.0,0.0,27.7,31.5,25.4,10.9,35.2,East
Changi,2022,1,11,0.0,0.0,0.0,0.0,27.4,31.1,24.9,11.3,35.2,East
Changi,2022,1,12,0.0,0.0,0.0,0.0,27.5,31.4,25.2,12.8,37.0,East
Changi,2022,1,13,0.0,0.0,0.0,0.0,27.3,31.6,24.2,11.6,35.2,East
Changi,2022,1,14,0.0,0.0,0.0,0.0,27.3,31.4,24.8,11.3,38.9,East
Changi,2022,1,15,0.0,0.0,0.0,0.0,27.7,31.9,25.2,12.6,35.2,East
Changi,2022,1,16,0.0,0.0,0.0,0.0,28.0,31.8,25.7,12.4,37.0,East
Changi,2022,1,17,2.6,2.6,2.6,2.6,27.7,31.2,26.2,12.9,37.0,East
Changi,2022,1,18,0.0,0.0,0.0,0.0,27.7,32.4,25.6,12.5,37.0,East
Changi,2022,1,19,4.4,2.4,2.4,2.4,26.8,30.3,24.1,8.9,42.6,East
Changi,2022,1,20,2.0,1.0,1.2,2.0,27.2,31.2,25.4,9.0,29.6,East
Changi,2022,1,21,0.0,0.0,0.0,0.0,27.6,32.1,24.8,13.0,35.2,East
Changi,2022,1,22,0.0,0.0,0.0,0.0,27.8,32.3,25.2,11.0,31.5,East
Changi,2022,1,23,0.0,0.0,0.0,0.0,27.8,32.6,24.6,9.3,31.5,East
Changi,2022,1,24,0.0,0.0,0.0,0.0,27.8,32.7,24.8,7.8,25.9,East
Changi,2022,1,25,0.0,0.0,0.0,0.0,27.8,32.4,24.9,11.7,35.2,East
Changi,2022,1,26,0.0,0.0,0.0,0.0,28.0,33.0,25.3,9.6,35.2,East
Changi,2022,1,27,0.0,0.0,0.0,0.0,27.7,32.4,24.9,9.1,29.6,East
Changi,2022,1,28,0.0,0.0,0.0,0.0,28.2,33.1,24.7,10.9,33.3,East
Changi,2022,1,29,0.0,0.0,0.0,0.0,28.0,32.6,24.8,10.0,27.8,East
Changi,2022,1,30,3.8,3.8,3.8,3.8,27.6,32.8,24.7,10.1,27.8,East
Changi,2022,1,31,0.0,0.0,0.0,0.0,28.3,32.8,25.2,10.5,33.3,East
Changi,2022,3,1,0.0,0.0,0.0,0.0,28.1,32.2,25.8,10.2,35.2,East
Changi,2022,3,2,11.2,6.6,10.6,11.2,27.3,32.6,23.4,8.9,31.5,East
Changi,2022,3,3,2.2,1.0,2.0,2.0,27.6,32.9,24.6,7.7,33.3,East
Changi,2022,3,4,0.0,0.0,0.0,0.0,28.0,32.5,26.0,9.0,37.0,East
Changi,2022,3,5,7.0,4.4,6.4,7.0,27.3,33.7,23.5,6.0,27.8,East
Changi,2022,3,6,3.6,1.8,2.6,3.4,27.0,30.6,25.4,4.8,18.5,East
Changi,2022,3,7,1.2,1.0,1.0,1.2,27.8,33.0,26.0,8.4,29.6,East
Changi,2022,3,8,0.0,0.0,0.0,0.0,28.3,32.2,25.5,7.8,29.6,East
Changi,2022,3,9,0.0,0.0,0.0,0.0,28.2,31.7,26.2,11.5,33.3,East
Changi,2022,3,10,0.8,0.6,0.6,0.6,27.8,32.1,24.7,11.8,40.7,East
Changi,2022,3,11,4.4,2.4,2.4,4.4,28.0,32.7,25.9,8.4,25.9,East
Changi,2022,3,12,0.0,0.0,0.0,0.0,28.2,33.0,25.3,10.0,35.2,East
Changi,2022,3,13,0.0,0.0,0.0,0.0,28.5,33.8,24.8,8.9,25.9,East
Changi,2022,3,14,0.0,0.0,0.0,0.0,28.6,31.8,26.8,10.0,27.8,East
Changi,2022,3,15,29.8,11.8,22.4,29.0,26.7,32.3,23.8,6.3,31.5,East
Changi,2022,3,16,0.4,0.4,0.4,0.4,28.1,31.9,25.2,7.4,25.9,East
Changi,2022,3,17,9.6,7.2,8.0,8.2,27.6,31.5,24.2,5.9,38.9,East
Changi,2022,3,18,0.8,0.6,0.8,0.8,27.9,33.5,26.1,6.6,27.8,East
Changi,2022,3,19,0.0,0.0,0.0,0.0,28.7,33.0,26.2,7.2,27.8,East
Changi,2022,3,20,0.0,0.0,0.0,0.0,28.4,31.6,25.0,8.1,33.3,East
Changi,2022,3,21,2.6,2.4,2.6,2.6,28.6,33.0,23.0,6.9,37.0,East
Changi,2022,3,22,5.0,5.0,5.0,5.0,28.6,31.8,26.0,10.2,27.8,East
Changi,2022,3,23,0.4,0.4,0.4,0.4,28.6,32.3,26.7,7.0,33.3,East
Changi,2022,3,24,23.2,22.6,23.2,23.2,28.3,34.2,24.4,7.3,25.9,East
Changi,2022,3,25,22.4,20.2,20.6,22.4,28.7,33.6,24.4,7.5,33.3,East
Changi,2022,3,26,0.2,0.2,0.2,0.2,28.3,33.9,25.4,6.6,24.1,East
Changi,2022,3,27,0.2,0.2,0.2,0.2,28.4,33.2,25.2,7.4,27.8,East
Changi,2022,3,28,36.2,23.0,24.4,28.6,27.7,33.4,24.1,6.3,37.0,East
Changi,2022,3,29,1.2,1.2,1.2,1.2,28.2,33.0,24.0,7.9,31.5,East
Changi,2022,3,30,0.0,0.0,0.0,0.0,29.1,33.7,26.2,7.3,25.9,East
Changi,2022,3,31,0.8,0.8,0.8,0.8,28.2,32.8,24.8,5.8,48.2,East
Changi,2022,2,1,0.0,0.0,0.0,0.0,28.2,32.6,25.6,12.9,33.3,East
Changi,2022,2,2,0.0,0.0,0.0,0.0,28.4,33.2,25.2,9.3,29.6,East
Changi,2022,2,3,0.2,0.2,0.2,0.2,28.7,33.6,25.7,12.7,35.2,East
Changi,2022,2,4,0.0,0.0,0.2,0.2,28.7,33.3,26.5,14.5,38.9,East
Changi,2022,2,5,0.8,0.4,0.4,0.4,27.9,32.7,25.7,12.8,46.3,East
Changi,2022,2,6,20.6,3.4,6.0,8.4,26.2,29.0,24.2,6.5,27.8,East
Changi,2022,2,7,0.8,0.6,0.6,0.8,26.5,30.1,24.8,7.6,31.5,East
Changi,2022,2,8,1.6,0.6,0.8,1.0,26.7,30.8,24.3,7.6,25.9,East
Changi,2022,2,9,29.6,9.0,14.4,16.6,26.3,31.5,24.6,6.3,27.8,East
Changi,2022,2,10,19.6,2.8,5.0,7.4,24.6,25.5,23.7,5.3,20.4,East
Changi,2022,2,11,3.8,1.2,2.0,2.4,25.5,29.1,23.3,5.9,27.8,East
Changi,2022,2,12,0.0,0.0,0.0,0.0,27.4,31.6,24.1,9.8,31.5,East
Changi,2022,2,13,20.6,12.4,18.4,20.6,27.4,32.2,23.7,7.9,29.6,East
Changi,2022,2,14,1.2,1.2,1.2,1.2,27.6,31.0,25.4,9.0,29.6,East
Changi,2022,2,15,0.0,0.0,0.0,0.0,28.1,31.9,26.4,12.0,35.2,East
Changi,2022,2,16,16.4,12.6,15.2,15.2,26.1,28.0,22.6,5.7,33.3,East
Changi,2022,2,17,0.0,0.0,0.0,0.0,27.8,31.5,24.5,9.3,29.6,East
Changi,2022,2,18,0.0,0.0,0.0,0.0,28.6,32.3,26.4,11.8,29.6,East
Changi,2022,2,19,5.0,4.2,4.8,4.8,27.9,31.5,26.2,8.2,29.6,East
Changi,2022,2,20,12.2,10.6,12.0,12.2,27.3,32.9,23.5,6.9,25.9,East
Changi,2022,2,21,0.0,0.0,0.0,0.0,28.2,32.3,25.7,11.0,35.2,East
Changi,2022,2,22,0.0,0.0,0.0,0.0,28.1,32.2,25.3,9.3,29.6,East
Changi,2022,2,23,0.0,0.0,0.0,0.0,27.5,31.8,25.1,9.1,31.5,East
Changi,2022,2,24,17.0,4.6,7.0,9.2,25.6,28.4,23.5,8.6,29.6,East
Changi,2022,2,25,25.0,22.0,25.0,25.0,27.0,32.6,23.2,8.3,35.2,East
Changi,2022,2,26,0.0,0.0,0.0,0.0,26.6,29.8,24.5,7.3,24.1,East
Changi,2022,2,27,0.6,0.6,0.6,0.6,27.2,31.0,24.9,10.9,31.5,East
Changi,2022,2,28,0.0,0.0,0.0,0.0,28.0,32.4,25.2,12.5,37.0,East
Changi,2022,4,1,0.0,0.0,0.0,0.0,28.8,34.0,25.8,5.3,25.9,East
Changi,2022,4,2,11.6,9.4,9.4,9.6,27.8,32.2,24.7,5.6,31.5,East
Changi,2022,4,3,0.0,0.0,0.0,0.0,27.4,30.8,24.8,5.0,24.1,East
Changi,2022,4,4,0.0,0.0,0.0,0.0,28.0,32.3,24.4,5.6,24.1,East
Changi,2022,4,5,0.0,0.0,0.0,0.0,28.1,30.7,26.6,8.1,29.6,East
Changi,2022,4,6,11.6,8.4,10.0,11.2,27.6,33.3,23.8,6.3,40.7,East
Changi,2022,4,7,1.0,0.4,0.6,0.8,26.5,28.1,25.0,5.0,20.4,East
Changi,2022,4,8,0.0,0.0,0.0,0.0,27.4,32.9,25.0,6.5,33.3,East
Changi,2022,4,9,3.2,3.2,3.2,3.2,26.7,29.4,23.5,5.8,35.2,East
Changi,2022,4,10,5.6,4.2,4.2,5.6,27.1,32.4,25.6,5.2,27.8,East
Changi,2022,4,11,2.8,1.2,1.8,2.8,27.1,31.8,25.6,4.5,24.1,East
Changi,2022,4,12,0.0,0.0,0.0,0.0,28.6,32.0,25.0,5.3,22.2,East
Changi,2022,4,13,0.0,0.0,0.0,0.0,28.2,31.4,26.4,5.2,31.5,East
Changi,2022,4,14,0.6,0.6,0.6,0.6,28.8,32.5,24.0,7.0,27.8,East
Changi,2022,4,15,35.2,26.8,33.4,35.2,28.6,32.0,23.8,4.5,35.2,East
Changi,2022,4,16,7.8,6.6,7.6,7.8,28.8,32.1,23.6,7.6,37.0,East
Changi,2022,4,17,58.8,30.6,47.8,52.6,28.7,33.1,24.6,8.3,57.4,East
Changi,2022,4,18,8.4,1.8,2.8,4.6,27.9,33.1,24.1,7.6,40.7,East
Changi,2022,4,19,16.4,12.2,14.6,16.2,27.8,32.9,23.6,5.4,37.0,East
Changi,2022,4,20,0.0,0.0,0.0,0.0,28.6,32.7,25.9,6.8,29.6,East
Changi,2022,4,21,27.6,20.2,23.2,25.8,26.7,29.1,23.1,4.4,24.1,East
Changi,2022,4,22,0.0,0.0,0.0,0.0,28.9,33.5,25.5,9.0,27.8,East
Changi,2022,4,23,0.0,0.0,0.0,0.0,29.4,33.4,26.8,6.9,37.0,East
Changi,2022,4,24,0.0,0.0,0.0,0.0,29.3,32.7,26.7,7.9,31.5,East
Changi,2022,4,25,0.4,0.4,0.4,0.4,29.0,32.6,26.7,6.8,29.6,East
Changi,2022,4,26,0.0,0.0,0.0,0.0,28.7,31.1,26.2,5.6,22.2,East
Changi,2022,4,27,20.4,11.0,15.2,19.0,27.7,32.8,25.0,5.6,25.9,East
Changi,2022,4,28,22.8,12.4,20.6,22.6,28.1,33.0,24.9,5.6,29.6,East
Changi,2022,4,29,3.6,3.6,3.6,3.6,28.4,31.8,26.2,6.3,25.9,East
Changi,2022,4,30,1.8,1.6,1.6,1.6,28.3,33.3,25.2,5.4,20.4,East
Changi,2022,5,1,0.0,0.0,0.0,0.0,28.9,32.6,27.1,5.1,24.1,East
Changi,2022,5,2,3.6,2.8,2.8,3.6,28.2,30.9,24.8,7.0,44.4,East
Changi,2022,5,3,3.8,1.4,2.4,3.8,28.6,31.6,24.7,7.6,33.3,East
Changi,2022,5,4,1.0,0.4,0.6,0.8,28.6,30.9,24.9,8.3,29.6,East
Changi,2022,5,5,0.0,0.0,0.0,0.0,29.2,31.6,27.7,6.9,22.2,East
Changi,2022,5,6,0.0,0.0,0.0,0.0,29.9,33.3,27.8,9.0,27.8,East
Changi,2022,5,7,1.4,0.6,0.6,0.8,28.2,32.1,25.9,9.0,40.7,East
Changi,2022,5,8,1.4,0.4,0.6,0.8,28.2,30.2,25.3,9.5,33.3,East
Changi,2022,5,9,1.4,1.4,1.4,1.4,29.7,32.8,27.0,14.4,37.0,East
Changi,2022,5,10,0.0,0.0,0.0,0.0,30.2,33.4,27.7,12.6,37.0,East
Changi,2022,5,11,9.0,3.6,4.6,7.4,28.0,30.7,25.0,4.9,29.6,East
Changi,2022,5,12,0.0,0.0,0.0,0.0,30.0,34.8,26.9,6.5,33.3,East
Changi,2022,5,13,0.0,0.0,0.0,0.0,29.7,34.1,26.6,7.0,22.2,East
Changi,2022,5,14,0.0,0.0,0.0,0.0,29.9,33.4,27.9,10.7,31.5,East
Changi,2022,5,15,1.0,1.0,1.0,1.0,28.9,33.4,25.0,8.6,38.9,East
Changi,2022,5,16,0.0,0.0,0.0,0.0,28.1,33.5,25.9,6.7,33.3,East
Changi,2022,5,17,0.0,0.0,0.0,0.0,29.4,32.7,26.2,7.1,25.9,East
Changi,2022,5,18,0.0,0.0,0.0,0.0,30.2,33.2,27.4,9.7,29.6,East
Changi,2022,5,19,0.0,0.0,0.0,0.0,28.7,32.9,27.1,7.9,29.6,East
Changi,2022,5,20,0.4,0.4,0.4,0.4,28.4,32.5,25.2,4.6,35.2,East
Changi,2022,5,21,29.4,29.0,29.2,29.2,28.4,33.0,23.5,6.9,51.9,East
Changi,2022,5,22,0.0,0.0,0.0,0.0,29.4,32.5,27.3,6.5,27.8,East
Changi,2022,5,23,5.0,3.0,3.6,4.8,29.1,33.4,24.9,8.7,33.3,East
Changi,2022,5,24,0.0,0.0,0.0,0.0,29.4,33.7,25.6,8.4,31.5,East
Changi,2022,5,25,44.6,30.8,38.8,42.0,28.3,34.2,23.8,7.3,33.3,East
Changi,2022,5,26,0.0,0.0,0.0,0.0,28.4,32.8,24.8,5.5,24.1,East
Changi,2022,5,27,0.0,0.0,0.0,0.0,29.7,33.6,26.9,6.3,25.9,East
Changi,2022,5,28,0.0,0.0,0.0,0.0,29.6,33.5,27.4,6.2,27.8,East
Changi,2022,5,29,0.0,0.0,0.0,0.0,30.7,35.4,27.6,5.8,27.8,East
Changi,2022,5,30,0.0,0.0,0.0,0.0,30.1,34.5,27.4,7.9,25.9,East
Changi,2022,5,31,0.0,0.0,0.0,0.0,29.9,32.7,27.7,7.5,29.6,East
Changi,2022,6,1,0.0,0.0,0.0,0.0,29.1,32.1,26.8,6.9,27.8,East
Changi,2022,6,2,0.0,0.0,0.0,0.0,28.2,32.5,26.5,7.4,27.8,East
Changi,2022,6,3,59.4,32.4,55.4,58.8,27.9,30.7,23.6,5.2,42.6,East
Changi,2022,6,4,12.4,10.2,11.6,12.2,28.6,31.8,23.7,7.1,29.6,East
Changi,2022,6,5,1.6,1.2,1.4,1.4,27.9,31.9,25.0,5.1,33.3,East
Changi,2022,6,6,2.6,2.6,2.6,2.6,28.4,31.2,24.7,8.0,27.8,East
Changi,2022,6,7,7.2,4.0,5.6,6.6,27.3,29.5,24.5,3.5,22.2,East
Changi,2022,6,8,8.6,6.0,8.6,8.6,28.2,33.6,25.1,6.0,29.6,East
Changi,2022,6,9,18.0,14.8,16.2,17.8,27.3,31.4,23.9,5.3,38.9,East
Changi,2022,6,10,0.0,0.0,0.0,0.0,28.8,32.5,26.0,4.8,29.6,East
Changi,2022,6,11,39.0,29.6,35.6,39.0,27.0,32.1,22.9,5.9,29.6,East
Changi,2022,6,12,0.0,0.0,0.0,0.0,27.7,30.2,26.0,6.2,25.9,East
Changi,2022,6,13,3.2,2.4,2.4,2.4,27.8,31.9,23.9,5.2,22.2,East
Changi,2022,6,14,0.0,0.0,0.0,0.0,28.5,31.2,26.1,6.5,37.0,East
Changi,2022,6,15,0.2,0.2,0.2,0.2,28.4,31.5,26.6,5.6,27.8,East
Changi,2022,6,16,2.8,0.8,1.4,1.4,26.9,30.0,25.2,6.6,24.1,East
Changi,2022,6,17,0.0,0.2,0.4,1.0,28.0,30.5,25.5,6.6,22.2,East
Changi,2022,6,18,0.0,0.0,0.0,0.0,27.9,31.7,25.9,5.5,29.6,East
Changi,2022,6,19,1.6,1.6,1.6,1.6,27.8,31.2,25.3,4.2,33.3,East
Changi,2022,6,20,15.8,6.4,9.4,12.6,26.5,27.5,24.0,5.3,31.5,East
Changi,2022,6,21,0.0,0.0,0.0,0.0,27.6,30.0,26.2,6.0,25.9,East
Changi,2022,6,22,0.0,0.0,0.0,0.0,28.0,30.4,26.5,8.5,33.3,East
Changi,2022,6,23,10.2,6.6,8.4,8.6,27.4,31.1,25.2,6.1,35.2,East
Changi,2022,6,24,1.2,1.2,1.2,1.2,27.8,31.1,25.7,6.2,27.8,East
Changi,2022,6,25,17.0,8.2,9.4,16.8,26.8,28.7,23.5,4.9,29.6,East
Changi,2022,6,26,0.0,0.0,0.0,0.0,28.7,31.9,26.6,9.8,29.6,East
Changi,2022,6,27,0.0,0.0,0.0,0.0,29.1,32.4,27.1,8.0,37.0,East
Changi,2022,6,28,0.0,0.0,0.0,0.0,28.1,32.0,25.6,6.4,33.3,East
Changi,2022,6,29,0.0,0.0,0.0,0.0,28.8,31.8,26.6,6.6,29.6,East
Changi,2022,6,30,11.0,5.6,9.8,10.6,27.2,29.6,23.9,7.3,44.4,East
Changi,2022,7,1,0.0,0.0,0.0,0.0,29.1,31.8,27.0,9.0,31.5,East
Changi,2022,7,2,3.8,3.8,3.8,3.8,28.9,31.7,24.6,9.1,44.4,East
Changi,2022,7,3,0.0,0.0,0.0,0.0,29.2,32.0,27.1,7.8,29.6,East
Changi,2022,7,4,9.0,8.6,9.0,9.0,28.8,32.5,24.7,7.9,27.8,East
Changi,2022,7,5,6.2,2.8,3.0,3.0,27.3,30.9,25.5,7.2,38.9,East
Changi,2022,7,6,0.0,0.0,0.0,0.0,28.6,31.3,26.4,5.7,24.1,East
Changi,2022,7,7,0.0,0.0,0.0,0.0,29.5,32.4,27.3,7.9,25.9,East
Changi,2022,7,8,7.0,3.2,5.8,7.0,28.3,31.0,24.6,6.9,42.6,East
Changi,2022,7,9,0.0,0.0,0.0,0.0,29.4,32.1,27.7,7.6,31.5,East
Changi,2022,7,10,3.4,3.4,3.4,3.4,27.9,29.9,24.4,7.0,29.6,East
Changi,2022,7,11,0.0,0.0,0.0,0.0,28.5,31.8,25.7,7.1,29.6,East
Changi,2022,7,12,0.0,0.0,0.0,0.0,29.0,31.4,27.0,7.0,27.8,East
Changi,2022,7,13,0.0,0.0,0.0,0.0,28.8,31.7,26.7,7.0,25.9,East
Changi,2022,7,14,27.8,19.0,27.4,27.6,28.9,32.3,23.6,8.8,38.9,East
Changi,2022,7,15,0.6,0.6,0.6,0.6,29.0,32.1,26.4,10.1,29.6,East
Changi,2022,7,16,0.0,0.0,0.0,0.0,29.4,32.0,27.5,10.0,31.5,East
Changi,2022,7,17,0.0,0.0,0.0,0.0,29.9,32.9,28.3,15.5,31.5,East
Changi,2022,7,18,0.0,0.0,0.0,0.0,29.8,32.8,28.1,11.7,25.9,East
Changi,2022,7,19,0.0,0.0,0.0,0.0,29.9,32.9,28.0,14.7,33.3,East
Changi,2022,7,20,19.2,10.6,12.6,13.2,27.4,29.8,22.2,7.1,42.6,East
Changi,2022,7,21,0.0,0.0,0.0,0.0,28.6,32.0,26.5,7.3,33.3,East
Changi,2022,7,22,18.0,8.4,14.4,18.0,27.8,31.3,24.0,6.3,27.8,East
Changi,2022,7,23,0.4,0.4,0.4,0.4,28.3,32.1,25.7,6.5,37.0,East
Changi,2022,7,24,4.6,4.2,4.2,4.2,27.3,31.4,24.0,6.3,25.9,East
Changi,2022,7,25,18.0,15.0,15.4,17.6,27.2,31.2,23.9,5.2,31.5,East
Changi,2022,7,26,2.6,0.8,1.2,1.8,26.9,29.2,24.9,8.4,27.8,East
Changi,2022,7,27,0.0,0.0,0.0,0.0,29.2,32.4,26.6,12.9,35.2,East
Changi,2022,7,28,5.6,5.2,5.2,5.6,29.2,32.3,25.2,12.0,48.2,East
Changi,2022,7,29,10.8,5.0,7.6,8.2,28.0,31.8,24.6,8.4,48.2,East
Changi,2022,7,30,0.0,0.0,0.0,0.2,28.4,31.5,25.4,9.3,31.5,East
Changi,2022,7,31,8.2,5.8,8.2,8.2,28.3,31.8,25.4,12.3,40.7,East
Changi,2022,8,1,0.2,0.2,0.2,0.2,28.2,32.1,26.0,7.3,24.1,East
Changi,2022,8,2,16.0,7.0,9.8,12.6,27.2,31.2,24.2,8.6,33.3,East
Changi,2022,8,3,0.0,0.0,0.0,0.0,27.2,29.7,25.2,6.1,29.6,East
Changi,2022,8,4,1.0,0.4,0.6,0.8,26.8,29.3,25.3,5.6,27.8,East
Changi,2022,8,5,0.0,0.0,0.0,0.0,27.8,30.8,25.6,6.6,25.9,East
Changi,2022,8,6,0.0,0.0,0.0,0.0,28.8,32.2,25.9,7.9,29.6,East
Changi,2022,8,7,0.0,0.0,0.0,0.0,28.9,31.1,27.5,9.3,29.6,East
Changi,2022,8,8,0.0,0.0,0.0,0.0,29.5,32.0,27.7,13.9,31.5,East
Changi,2022,8,9,0.0,0.0,0.0,0.0,29.5,32.8,27.4,11.7,35.2,East
Changi,2022,8,10,0.0,0.0,0.0,0.0,29.6,32.4,27.3,12.7,37.0,East
Changi,2022,8,11,0.0,0.0,0.0,0.0,30.0,33.2,27.8,12.0,29.6,East
Changi,2022,8,12,0.0,0.0,0.0,0.0,29.5,32.4,28.0,12.6,44.4,East
Changi,2022,8,13,32.4,26.8,32.2,32.4,28.1,31.4,24.0,7.2,33.3,East
Changi,2022,8,14,0.0,0.0,0.0,0.0,28.6,32.7,25.7,7.2,35.2,East
Changi,2022,8,15,0.0,0.0,0.0,0.0,29.1,31.4,27.5,6.7,25.9,East
Changi,2022,8,16,1.0,1.0,1.0,1.0,28.0,30.7,25.4,5.9,24.1,East
Changi,2022,8,17,0.0,0.0,0.0,0.0,29.1,32.4,26.7,11.7,42.6,East
Changi,2022,8,18,0.0,0.0,0.0,0.0,29.4,32.6,27.7,13.7,40.7,East
Changi,2022,8,19,10.0,9.8,10.0,10.0,28.5,31.8,25.1,11.4,53.7,East
Changi,2022,8,20,11.8,6.8,7.6,7.6,27.9,31.9,25.9,9.3,40.7,East
Changi,2022,8,21,6.6,4.2,5.6,6.4,26.7,29.3,24.0,6.5,29.6,East
Changi,2022,8,22,0.0,0.0,0.0,0.0,28.8,31.9,26.4,9.7,29.6,East
Changi,2022,8,23,2.8,1.2,1.6,1.8,27.4,30.5,25.6,8.4,35.2,East
Changi,2022,8,24,6.4,5.2,6.0,6.2,27.5,31.1,24.2,6.2,35.2,East
Changi,2022,8,25,13.6,5.4,5.4,6.4,27.5,30.3,23.7,11.4,38.9,East
Changi,2022,8,26,3.6,1.4,1.6,1.6,26.7,28.3,25.0,6.7,31.5,East
Changi,2022,8,27,28.2,9.8,13.2,18.8,26.4,31.5,23.8,5.6,27.8,East
Changi,2022,8,28,0.0,0.0,0.0,2.2,27.2,30.5,24.7,4.8,24.1,East
Changi,2022,8,29,2.8,1.4,1.8,2.0,26.9,29.3,24.7,4.6,31.5,East
Changi,2022,8,30,5.0,3.8,3.8,3.8,27.0,29.5,25.4,7.6,35.2,East
Changi,2022,8,31,0.0,0.0,0.0,0.0,28.4,31.3,25.9,8.2,25.9,East
Changi,2022,9,1,0.0,0.0,0.0,0.0,28.7,32.5,26.6,6.8,35.2,East
Changi,2022,9,2,2.4,1.2,1.8,2.4,27.2,30.1,25.0,5.5,29.6,East
Changi,2022,9,3,0.0,0.0,0.0,0.0,28.4,32.0,26.7,7.9,35.2,East
Changi,2022,9,4,0.6,0.6,0.6,0.6,28.2,30.8,26.6,6.1,29.6,East
Changi,2022,9,5,0.2,0.2,0.2,0.2,27.5,32.0,24.8,7.7,42.6,East
Changi,2022,9,6,0.0,0.0,0.0,0.0,28.5,32.4,25.6,7.3,31.5,East
Changi,2022,9,7,1.0,0.8,0.8,1.0,27.5,30.9,25.6,6.2,27.8,East
Changi,2022,9,8,0.0,0.0,0.0,0.0,28.5,31.4,26.5,7.4,24.1,East
Changi,2022,9,9,7.8,4.2,5.2,7.0,27.0,30.6,25.1,7.3,22.2,East
Changi,2022,9,10,0.0,0.0,0.0,0.0,28.3,31.3,26.2,9.3,29.6,East
Changi,2022,9,11,0.4,0.2,0.2,0.2,27.9,31.3,25.5,8.6,40.7,East
Changi,2022,9,12,0.0,0.0,0.0,0.2,27.9,31.7,24.5,8.8,29.6,East
Changi,2022,9,13,0.0,0.0,0.0,0.0,27.7,31.0,26.4,7.2,31.5,East
Changi,2022,9,14,0.0,0.0,0.0,0.0,27.1,29.9,25.6,13.2,51.9,East
Changi,2022,9,15,0.0,0.0,0.0,0.0,28.2,31.7,26.1,6.7,33.3,East
Changi,2022,9,16,0.0,0.0,0.0,0.0,28.7,31.9,26.0,8.3,29.6,East
